"ID","Date","Site .","Transect","Elevation","Species",". only","Tag/ Clip","Indiv","Fate","Sex","Reprod","Mass","Bait","Trap No","tail","hindfoot","ear","Notes","SK notes"
167,"7/18/2010 am","SylvanDale","North slope",1700.00,"Peromyscus maniculatus",26.00,"168","168","recap","Female","Reprod.",23.00,"pb","N26",,,,,
168,"7/19/2010 am","SylvanDale","North slope",1700.00,"Peromyscus maniculatus",26.00,"168","168","recap","Female","Reprod.",20.00,"pb","N26",,,,,
169,"7/20/2010 am","SylvanDale","North slope",1700.00,"Peromyscus maniculatus",26.00,"168","168","recap","Female","Reprod.",17.00,"pb","N26",,,,,
170,"7/16/2010 am","SylvanDale","North slope",1700.00,"Peromyscus maniculatus",42.00,"170","170","ear tag","Male","Scrotal",15.50,"pb","N42",,,,,
171,"7/18/2010 am","SylvanDale","North slope",1700.00,"Peromyscus maniculatus",43.00,"170","170","recap","Male","Scrotal",16.00,"pb","N43",,,,,
172,"7/16/2010 am","SylvanDale","North slope",1700.00,"Peromyscus maniculatus",37.00,"171","171","ear tag","Male","Non-scrot.",12.50,"pb","N37",,,,,
173,"7/20/2010 am","SylvanDale","North slope",1700.00,"Peromyscus maniculatus",32.00,"171","171","recap","Male","Non-scrot.",14.00,"pb","N32",,,,,
174,"7/16/2010 am","SylvanDale","North slope",1700.00,"Peromyscus maniculatus",31.00,"172","172","ear tag","X","X",16.00,"seed","N31",,,,"sex unknowable",
175,"7/17/2010 am","SylvanDale","North slope",1700.00,"Peromyscus maniculatus",32.00,"172","172","recap","X","X",15.00,"pb","N32",,,,"sex unknowable",
176,"7/16/2010 am","SylvanDale","North slope",1700.00,"Peromyscus maniculatus",6.00,"173","173","ear tag","Female","Reprod.",21.00,"pb","N6",,,,,
177,"7/18/2010 am","SylvanDale","North slope",1700.00,"Peromyscus maniculatus",7.00,"173","173","recap","Female","Reprod.",20.50,"seed","N7",,,,,
178,"7/19/2010 am","SylvanDale","North slope",1700.00,"Peromyscus maniculatus",6.00,"173","173","recap","Female","Reprod.",18.50,"pb","N6",,,,,
179,"7/18/2010 am","SylvanDale","South slope",1700.00,"Peromyscus maniculatus",29.00,"177","177","ear tag","Male","Non-scrot.",13.50,"pb","S29",,,,,
180,"7/19/2010 am","SylvanDale","South slope",1700.00,"Peromyscus maniculatus",32.00,"177","177","recap","Male","Non-scrot.",13.50,"pb","S32",,,,,
181,"7/20/2010 am","SylvanDale","South slope",1700.00,"Peromyscus maniculatus",32.00,"177","177","recap","Male","Non-scrot.",11.00,"pb","S32",,,,,
182,"7/19/2010 am","SylvanDale","North slope",1700.00,"Peromyscus maniculatus",15.00,"180","180","ear tag","Female","Reprod.",20.50,"pb","N15",,,,,
183,"7/16/2010 am","SylvanDale","South slope",1700.00,"Peromyscus maniculatus",3.00,"181","181","ear tag","Male","Non-scrot.",12.50,"seed","S3",58.00,17.00,14.00,,
184,"7/20/2010 am","SylvanDale","South slope",1700.00,"Peromyscus maniculatus",2.00,"181","181","recap","Male","Non-scrot.",12.00,"pb","S2",,,,"noted as 101, but probably 181",
185,"7/19/2010 am","SylvanDale","North slope",1700.00,"Peromyscus maniculatus",43.00,"182","182","ear tag","Female","Non-reprod.",14.00,"seed","N43",,,,,
186,"7/18/2010 am","SylvanDale","South slope",1700.00,"Peromyscus maniculatus",18.00,"188","188","ear tag","Male","Scrotal",13.50,"pb","S18",,,,,
187,"7/18/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus maniculatus",1.00,"190","190","ear tag","Female","Reprod.",20.00,"pb","R1",,,,,
188,"7/19/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus maniculatus",1.00,"190","190","recap","Female","Reprod.",18.00,"seed","R1",,,,,
189,"7/20/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus maniculatus",2.00,"190","190","recap","Female","Reprod.",17.00,"seed","R2",,,,,
190,"7/18/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus maniculatus",2.00,"191","191","ear tag","Female","Reprod.",19.50,"seed","R2",,,,,
191,"7/19/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus maniculatus",12.00,"197","197","ear tag","Male","Scrotal",15.00,"pb","R12",,,,,
192,"7/19/2010 am","SylvanDale","North slope",1700.00,"Peromyscus maniculatus",10.00,"198","198","ear tag","Male","Scrotal",16.00,"pb","N10",,,,,
193,"7/19/2010 am","SylvanDale","South slope",1700.00,"Peromyscus maniculatus",43.00,"199","199","ear tag","Male","Scrotal",18.00,"seed","S43",,,,,
194,"7/16/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus maniculatus",16.00,"--","f","dead; collected","Female","Reprod.",17.00,"seed","R16",,,,"Dead in trap",
195,"7/20/2010 am","SylvanDale","South slope",1700.00,"Peromyscus maniculatus",16.00,"--","g","new; no mark","Female","Non-reprod.",11.00,"pb","S16",63.00,20.00,17.00,"Baby?","Ear bigger than Reithros caught here"
196,"7/20/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus maniculatus",12.00,"--","h","new; no mark","Female","Reprod.",13.00,"seed","R12",,,,,
197,"7/20/2010 am","SylvanDale","North slope",1700.00,"Peromyscus maniculatus",13.00,"--","i","new; no mark","Female","Reprod.",16.00,"pb","N13",,,,,
198,"7/20/2010 am","SylvanDale","North slope",1700.00,"Peromyscus maniculatus",7.00,"--","j","new; no mark","Female","Reprod.",19.00,"pb","N7",,,,,
199,"7/20/2010 am","SylvanDale","South slope",1700.00,"Peromyscus maniculatus",31.00,"--","k","new; no mark","Female","Reprod.",19.00,"seed","S31",75.00,,16.00,,
200,"7/20/2010 am","SylvanDale","South slope",1700.00,"Peromyscus maniculatus",39.00,"--","l","new; no mark","Female","Reprod.",19.50,"pb","S39",,,,,
201,"7/20/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus maniculatus",26.00,"--","m","new; no mark","Male","Non-scrot.",15.00,"pb","R26",,,,,
202,"7/20/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus maniculatus",33.00,"--","n","new; no mark","Male","Non-scrot.",15.00,"seed","R33",,,,,
203,"7/20/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus maniculatus",38.00,"--","o","new; no mark","Male","Non-scrot.",16.50,"pb","R38",,,,,
204,"7/17/2010 am","SylvanDale","South slope",1700.00,"Peromyscus maniculatus",32.00,"(vertical?) mid black","(vertical?) mid black","marked","Male","Non-scrot.",10.50,"seed","S32",,,,,
205,"7/18/2010 am","SylvanDale","North slope",1700.00,"Peromyscus maniculatus",15.00,"122b","122b","ear tag","Male","Scrotal",16.50,"seed","N15",,,,,
206,"7/17/2010 am","SylvanDale","South slope",1700.00,"Peromyscus maniculatus",7.00,"129a","129a","ear tag","Female","Reprod.",17.00,"seed","S7",,,,,
207,"7/19/2010 am","SylvanDale","North slope",1700.00,"Peromyscus maniculatus",14.00,"129b","129b","ear tag","Female","Reprod.",20.00,"seed","N14",,,,,
208,"7/20/2010 am","SylvanDale","North slope",1700.00,"Peromyscus maniculatus",14.00,"129b","129b","recap","Female","Reprod.",20.00,"seed","N14",,,,,
209,"7/17/2010 am","SylvanDale","South slope",1700.00,"Peromyscus maniculatus",1.00,"130a","130a","new, collected","Female","Reprod.",11.00,"seed","S1",,,,"Died in hand; apparently ear tagged but died",
210,"7/19/2010 am","SylvanDale","South slope",1700.00,"Peromyscus maniculatus",24.00,"130b","130b","ear tag","Male","Scrotal",20.00,"seed","S24",,,,,
211,"7/16/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus maniculatus",22.00,"149a","149a","ear tag","X","X",13.00,"seed","R22",,,,"sex unknowable",
212,"7/19/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus maniculatus",22.00,"149a","149a","recap","X","X",12.00,"seed","R22",,,,"sex unknowable",
213,"7/17/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus maniculatus",10.00,"149b/horizontal mid green","149b/horizontal mid green","marked","Female","Reprod.",38.00,"pb","R10",,,,"horizontal mid green mark",
214,"7/19/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus maniculatus",8.00,"149b/horizontal mid green","149b/horizontal mid green","recap","Female","Reprod.",26.50,"pb","R8",,,,"ear tagged",
215,"7/17/2010 am","SylvanDale","North slope",1700.00,"Peromyscus maniculatus",42.00,"156/vertical mid red","156/vertical mid red","marked","Male","Scrotal",17.00,"pb","N42",,,,"mid red mark",
216,"7/18/2010 am","SylvanDale","North slope",1700.00,"Peromyscus maniculatus",35.00,"156/vertical mid red","156/vertical mid red","recap","Male","Scrotal",16.00,"pb","N35",,,,"ear tagged",
217,"7/16/2010 am","SylvanDale","South slope",1700.00,"Peromyscus maniculatus",37.00,"157a","157a","ear tag","Male","Non-scrot.",13.50,"pb","S37",,,,,
218,"7/17/2010 am","SylvanDale","South slope",1700.00,"Peromyscus maniculatus",37.00,"157a","157a","recap","Male","Non-scrot.",14.00,"seed","S37",,,,,
219,"7/18/2010 am","SylvanDale","South slope",1700.00,"Peromyscus maniculatus",34.00,"157a","157a","recap","Male","Non-scrot.",13.00,"seed","S34",,,,"noted as NR female, but other 4 captures were NS male",
220,"7/19/2010 am","SylvanDale","South slope",1700.00,"Peromyscus maniculatus",37.00,"157a","157a","recap","Male","Non-scrot.",13.50,"pb","S37",,,,,"Noted as S, but other captures NS"
221,"7/20/2010 am","SylvanDale","South slope",1700.00,"Peromyscus maniculatus",37.00,"157a","157a","recap","Male","Non-scrot.",12.00,"pb","S37",,,,,
222,"7/19/2010 am","SylvanDale","North slope",1700.00,"Peromyscus maniculatus",4.00,"157b","157b","ear tag","Male","Non-scrot.",14.00,"seed","N4",,,,,
223,"7/20/2010 am","SylvanDale","North slope",1700.00,"Peromyscus maniculatus",5.00,"157b","157b","recap","Male","Non-scrot.",12.00,"pb","N5",,,,,
224,"7/17/2010 am","SylvanDale","South slope",1700.00,"Peromyscus maniculatus",32.00,"165/vertical mid green","165/vertical mid green","marked","X","X",12.00,"pb","S32",,,,"mid green mark; sex?",
225,"7/18/2010 am","SylvanDale","South slope",1700.00,"Peromyscus maniculatus",30.00,"165/vertical mid green","165/vertical mid green","recap","X","X",12.00,"seed","S30",,,,"ear tagged; sex?",
226,"7/16/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus maniculatus",6.00,"166a","166a","ear tag","Male","Scrotal",15.00,"pb","R6",,,,,
227,"7/18/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus maniculatus",6.00,"166a","166a","recap","Male","Scrotal",14.00,"seed","R6",,,,,"Noted as NS, but other captures S"
228,"7/19/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus maniculatus",4.00,"166a","166a","recap","Male","Scrotal",14.00,"pb","R4",,,,,
229,"7/20/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus maniculatus",5.00,"166a","166a","recap","Male","Scrotal",14.50,"pb","R5",,,,,
230,"7/19/2010 am","SylvanDale","North slope",1700.00,"Peromyscus maniculatus",39.00,"166b","166b","ear tag","Female","Non-reprod.",14.00,"pb","N39",,,,,
231,"7/16/2010 am","SylvanDale","North slope",1700.00,"Peromyscus maniculatus",43.00,"169a","169a","ear tag","Male","Scrotal",14.00,"seed","N43",,,,,
232,"7/17/2010 am","SylvanDale","North slope",1700.00,"Peromyscus maniculatus",43.00,"169a","169a","recap","Male","Scrotal",14.00,"pb","N43",,,,,
233,"7/18/2010 am","SylvanDale","North slope",1700.00,"Peromyscus maniculatus",43.00,"169a","169a","recap","Male","Scrotal",14.50,"seed","N43",,,,,
234,"7/18/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus maniculatus",38.00,"169b","169b","ear tag","Female","X",17.00,"pb","R38",,,,,"Repro unknowable - 1 R, 1 NR"
235,"7/20/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus maniculatus",38.00,"169b","169b","recap","Female","X",15.00,"seed","R38",,,,,"Repro unknowable - 1 R, 1 NR"
236,"7/16/2010 am","SylvanDale","North slope",1700.00,"Peromyscus maniculatus",13.00,"175a","175a","ear tag","Male","Non-scrot.",15.50,"pb","N13",,,,,
237,"7/18/2010 am","SylvanDale","North slope",1700.00,"Peromyscus maniculatus",9.00,"175a","175a","recap","Male","Non-scrot.",16.00,"pb","N9",,,,,
238,"7/19/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus maniculatus",26.00,"175b","175b","ear tag","Female","Reprod.",15.00,"seed","R26",,,,,
239,"7/20/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus maniculatus",25.00,"175b","175b","recap","Female","Reprod.",13.50,"seed","R25",,,,,
240,"7/16/2010 am","SylvanDale","South slope",1700.00,"Peromyscus maniculatus",9.00,"176a","176a","ear tag","Male","Scrotal",15.00,"seed","S9",,,,,
241,"7/18/2010 am","SylvanDale","South slope",1700.00,"Peromyscus maniculatus",2.00,"176b","176b","ear tag","Male","Non-scrot.",16.00,"seed","S2",,,,"recap? Is similar to other repeated numbers",
242,"7/16/2010 am","SylvanDale","South slope",1700.00,"Peromyscus maniculatus",4.00,"178a","178a","ear tag","Female","Reprod.",16.50,"pb","S4",,,,"Half of tail missing",
243,"7/17/2010 am","SylvanDale","South slope",1700.00,"Peromyscus maniculatus",4.00,"178a","178a","recap","Female","Reprod.",18.00,"pb","S4",,,,,
244,"7/20/2010 am","SylvanDale","South slope",1700.00,"Peromyscus maniculatus",3.00,"178a","178a","recap","Female","Reprod.",16.00,"seed","S3",,,,,
245,"7/18/2010 am","SylvanDale","North slope",1700.00,"Peromyscus maniculatus",21.00,"178b","178b","ear tag","Female","Non-reprod.",13.00,"seed","N21",,,,,
246,"7/20/2010 am","SylvanDale","North slope",1700.00,"Peromyscus maniculatus",20.00,"178b","178b","recap","Female","Non-reprod.",14.00,"pb","N20",,,,,
247,"7/19/2010 am","SylvanDale","South slope",1700.00,"Peromyscus maniculatus",17.00,"181b/vertical mid red","181b/vertical mid red","recap","Male","Scrotal",16.50,"seed","S17",,,,"ear tagged; original marked animal not found",
248,"7/17/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus maniculatus",6.00,"195/vertical mid green","195/vertical mid green","marked","Male","Scrotal",14.00,"pb","R6",,,,"vertical mid green mark",
249,"7/18/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus maniculatus",7.00,"195/vertical mid green","195/vertical mid green","recap","Male","Scrotal",13.50,"seed","R7",,,,"ear tagged",
250,"7/19/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus maniculatus",6.00,"195/vertical mid green","195/vertical mid green","recap","Male","Scrotal",14.00,"pb","R6",,,,,
251,"7/20/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus maniculatus",6.00,"195/vertical mid green","195/vertical mid green","recap","Male","Scrotal",13.00,"pb","R6",,,,,
252,"7/18/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus maniculatus",12.00,"196a","196a","ear tag","X","X",13.00,"seed","R12",,,,"sex unknowable",
253,"7/19/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus maniculatus",12.00,"196a","196a","recap","X","X",11.50,"seed","R12",,,,"sex unknowable",
254,"7/19/2010 am","SylvanDale","South slope",1700.00,"Peromyscus maniculatus",38.00,"196b","196b","ear tag","Female","Reprod.",22.00,"seed","S38",,,,,
255,"7/17/2010 am","SylvanDale","South slope",1700.00,"Peromyscus maniculatus",48.00,"208/horizontal mid green","208/horizontal mid green","marked","Female","Reprod.",22.00,"pb","S48",,,,"horizontal mid green mark",
256,"7/19/2010 am","SylvanDale","South slope",1700.00,"Peromyscus maniculatus",46.00,"208/horizontal mid green","208/horizontal mid green","recap","Female","Reprod.",28.00,"pb","S46",,,,"ear tagged",
257,"7/17/2010 am","SylvanDale","South slope",1700.00,"Peromyscus maniculatus",46.00,"horizontal front legs black","horizontal front legs black","marked","Female","Reprod.",29.50,"pb","S46",,,,,
258,"7/17/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus maniculatus",11.00,"horizontal front legs green","horizontal front legs green","marked","Male","Scrotal",24.00,"seed","R11",,,,,
259,"7/19/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus maniculatus",9.00,"horizontal front legs green","horizontal front legs green","recap","Male","Scrotal",,"seed","R9",,,,,
260,"7/17/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus maniculatus",20.00,"horizontal front legs red","horizontal front legs red","marked","Male","Scrotal",24.00,"seed","R20",,,,,
261,"7/17/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus maniculatus",13.00,"horizontal mid black","horizontal mid black a","marked","Male","Non-scrot.",14.00,"seed","R13",,,,,
262,"7/17/2010 am","SylvanDale","South slope",1700.00,"Peromyscus maniculatus",36.00,"horizontal mid black","horizontal mid black b","marked","Male","Non-scrot.",19.00,"pb","S36",,,,,
263,"7/17/2010 am","SylvanDale","North slope",1700.00,"Peromyscus maniculatus",6.00,"horizontal mid green","horizontal mid green","marked","Male","Scrotal",16.00,"pb","N6",,,,,
264,"7/18/2010 am","SylvanDale","North slope",1700.00,"Peromyscus maniculatus",6.00,"horizontal mid green","horizontal mid green","dead; collected","Male","Scrotal",13.50,"pb","N6",,,,"recap",
265,"7/17/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus maniculatus",32.00,"left green","left green","marked","Male","Non-scrot.",15.00,"pb","R32",,,,,
266,"7/17/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus maniculatus",40.00,"right black","right black","marked","Male","Scrotal",14.00,"seed","R40",,,,"Half of tail missing",
267,"7/17/2010 am","SylvanDale","South slope",1700.00,"Peromyscus maniculatus",25.00,"right green","right green a","marked","Male","Non-scrot.",19.00,"pb","S25",,,,,
268,"7/17/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus maniculatus",19.00,"right green","right green b","marked","Male","Scrotal",19.00,"seed","R19",,,,,
269,"7/17/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus maniculatus",1.00,"vertical mid black","vertical mid black","marked","Male","Non-scrot.",14.90,"seed","R1",,,,,
270,"7/17/2010 am","SylvanDale","North slope",1700.00,"Peromyscus maniculatus",7.00,"vertical mid green","vertical mid green","marked","Male","Non-scrot.",5.00,"pb","N7",,,,,
271,"7/16/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",2.00,"105","105","ear tag","Male","Non-scrot.",21.00,"seed","S2",87.00,21.00,18.00,,
272,"7/16/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",13.00,"110","110","ear tag","Female","Non-reprod.",18.50,"seed","S13",,,,,"Noted as R, but other caps are NR"
273,"7/17/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",13.00,"110","110","recap","Female","Non-reprod.",18.00,"seed","S13",81.00,21.00,14.00,"noted as P. man, but other 2 captures P. nastutus",
274,"7/20/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",12.00,"110","110","recap","Female","Non-reprod.",15.50,"seed","S12",,,,,
275,"7/19/2010 am","SylvanDale","North slope",1700.00,"Peromyscus nasutus",25.00,"117","117","ear tag","Female","Reprod.",19.00,"seed","N25",,,,,
276,"7/16/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",25.00,"118","118","ear tag","Female","Reprod.",20.50,"seed","S25",,,,,"ID verified with skull. Ear tag #118"
277,"7/18/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",23.00,"118","118","collected; recap","Female","Reprod.",19.50,"seed","S23",,,,,"ID verified with skull. Ear tag #118"
278,"7/16/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",31.00,"119","119","ear tag","Male","Scrotal",23.50,"seed","S31",93.00,21.00,19.00,,
279,"7/16/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",33.00,"122","122","ear tag","Male","Non-scrot.",18.50,"seed","S33",,,,,
280,"7/17/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",31.00,"122","122","recap","Male","Non-scrot.",17.00,"pb","S31",,,,"noted as P. man, but other 4 captures were P. nastutus",
281,"7/18/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",33.00,"122","122","recap","Male","Non-scrot.",18.50,"seed","S33",,,,,
282,"7/19/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",31.00,"122","122","recap","Male","Non-scrot.",18.50,"seed","S31",,,,,
283,"7/20/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",36.00,"122","122","recap","Male","Non-scrot.",17.00,"pb","S36",,,,,
284,"7/17/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",10.00,"134","134","ear tag","Male","Non-scrot.",16.50,"pb","S10",90.00,21.00,19.00,,
285,"7/17/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",16.00,"136","136","ear tag","Male","Non-scrot.",18.50,"seed","S16",,,,,
286,"7/18/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",13.00,"136","136","recap","Male","Non-scrot.",19.00,"pb","S13",94.00,13.00,17.00,,
287,"7/18/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus nasutus",40.00,"137","137","ear tag","Male","Scrotal",23.50,"pb","R40",,,,,
288,"7/19/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus nasutus",40.00,"137","137","recap","Male","Scrotal",23.00,"pb","R40",,,,,
289,"7/20/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus nasutus",39.00,"137","137","recap","Male","Scrotal",23.00,"pb","R39",,,,,
290,"7/17/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",19.00,"145","145","ear tag","Male","Scrotal",27.00,"seed","S19",,,,"originally noted as P. man but subsequent two captures noted P. nastutus",
291,"7/19/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",16.00,"145","145","recap","Male","Scrotal",29.00,"seed","S16",,,,,
292,"7/20/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",16.00,"145","145","recap","Male","Scrotal",25.00,"seed","S16",,,,,
293,"7/16/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus nasutus",23.00,"148","148","ear tag","Female","Reprod.",29.00,"pb","R23",,,,,
294,"7/17/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus nasutus",19.00,"148","148","recap","Female","Reprod.",30.50,"pb","R19",,,,"noted as P. man, but other 3 captures P. nastutus",
295,"7/18/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus nasutus",17.00,"148","148","recap","Female","Reprod.",28.50,"seed","R17",96.00,21.00,22.00,,
296,"7/20/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus nasutus",20.00,"148","148","recap","Female","Reprod.",30.00,"seed","R20",,,,"Probably pregnant",
297,"7/19/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",18.00,"153","153","ear tag","Female","Reprod.",18.50,"seed","S18",96.00,22.00,21.00,,
298,"7/20/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",21.00,"153","153","recap","Female","Reprod.",16.00,"seed","S21",,,,,
299,"7/18/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",10.00,"162","162","ear tag","Female","Reprod.",29.50,"seed","S10",,,,"originally noted as P. man but subsequent two captures noted P. nastutus",
300,"7/19/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",10.00,"162","162","recap","Female","Reprod.",29.00,"seed","S10",99.00,12.00,19.00,,
301,"7/20/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",11.00,"162","162","recap","Female","Reprod.",24.00,"pb","S11",,,,,
302,"7/16/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus nasutus",15.00,"163","163","ear tag","Female","Reprod.",31.00,"pb","R15",,,,,
303,"7/17/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus nasutus",8.00,"163","163","recap","Female","Reprod.",28.00,"seed","R8",,,,"noted as P. man but first capture P. nastutus; large weight",
304,"7/18/2010 pm","SylvanDale","Riparian",1700.00,"Peromyscus nasutus",17.00,"163","163","recap; dead","Female","Reprod.",,"pb","R17",,,,"noted as P. man, but found dead in trap in evening. Not collected due to decomp",
305,"7/16/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus nasutus",10.00,"165","165","ear tag","Male","Scrotal",25.00,"pb","R10",,,,,
306,"7/17/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus nasutus",10.00,"165","165","recap","Male","Scrotal",23.50,"seed","R10",,,,"noted as P. man, but original notation as P. nasutus; wgt noted as 13.5 but most likely 23.5",
307,"7/19/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus nasutus",10.00,"165","165","recap","Male","Scrotal",23.50,"pb","R11",,,,"noted as P. man, but original notation as P. nasutus",
308,"7/20/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus nasutus",7.00,"165","165","recap","Male","Scrotal",22.50,"pb","R7",,,,,
309,"7/19/2010 am","SylvanDale","North slope",1700.00,"Peromyscus nasutus",21.00,"170","170","ear tag","Female","Reprod.",27.00,"seed","N21",,,,,
310,"7/19/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",23.00,"171","171","ear tag","Female","Non-reprod.",63.00,"pb","S23",,,,,
311,"7/19/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus nasutus",31.00,"179","179","ear tag","Male","Non-scrot.",24.00,"seed","R31",,,,,
312,"7/18/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",39.00,"183","183","ear tag","Male","Scrotal",26.50,"pb","S39",90.00,20.00,19.00,,
313,"7/18/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",48.00,"187","187","ear tag","Female","Non-reprod.",18.00,"seed","S48",,,,,
314,"7/19/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",48.00,"187","187","recap","Female","Non-reprod.",17.00,"seed","S48",,,,,
315,"7/20/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",30.00,"--","p","new; no mark","Female","Non-reprod.",15.00,"seed","S30",,,,,
316,"7/20/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",35.00,"--","q","new; no mark","Female","Non-reprod.",19.00,"seed","S35",,,,,
317,"7/20/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus nasutus",49.00,"--","r","new; no mark","Female","Pregnant",29.00,"pb","R49",,,,,
318,"7/20/2010 am","SylvanDale","Riparian",1700.00,"Peromyscus nasutus",17.00,"--","s","new; no mark","Female","Reprod.",12.00,"pb","R17",89.00,,,,
319,"7/20/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",9.00,"--","t","new; no mark","Female","Reprod.",26.00,"pb","S9",93.00,,,,
320,"7/20/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",49.00,"--","u","new; no mark","Male","Non-scrot.",12.00,"seed","S49",,,,,
321,"7/20/2010 am","SylvanDale","North slope",1700.00,"Peromyscus nasutus",12.00,"--","v","new; no mark","Male","Non-scrot.",20.00,"seed","N12",,,,,
322,"7/16/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",29.00,"123 (a)","123 (a)","ear tag","Female","Pregnant",32.50,"pb","S29",99.00,21.00,19.00,"double ear tag; separate individuals",
323,"7/19/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",1.00,"123 (b)","123 (b)","ear tag","Male","Scrotal",22.50,"pb","S1",,,,"double ear tag; separate individuals",
324,"7/19/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",33.00,"125/vertical mid red","125/vertical mid red","recap","Male","Non-scrot.",21.00,"seed","S33",,,,"ear tagged",
325,"7/20/2010 am","SylvanDale","South slope",1700.00,"Peromyscus nasutus",33.00,"125/vertical mid red","125/vertical mid red","recap","Male","Non-scrot.",18.00,"seed","S33",,,,,
